geoid,end_shelter_in_place,face_mask_mandate_business,state_of_emergency,shelter_in_place,school_closure,close_nonessential_business,face_mask_mandate
8107,27-Apr-20,23-Apr-20,11-Mar-20,26-Mar-20,23-Mar-20,26-Mar-20,10-Apr-20
8109,27-Apr-20,23-Apr-20,11-Mar-20,26-Mar-20,23-Mar-20,26-Mar-20,16-Jul-20
8111,27-Apr-20,23-Apr-20,11-Mar-20,26-Mar-20,23-Mar-20,26-Mar-20,16-May-20
8113,27-Apr-20,23-Apr-20,11-Mar-20,19-Mar-20,23-Mar-20,26-Mar-20,16-Jul-20
8115,27-Apr-20,23-Apr-20,11-Mar-20,26-Mar-20,23-Mar-20,26-Mar-20,10-Jul-20
8117,27-Apr-20,23-Apr-20,11-Mar-20,26-Mar-20,23-Mar-20,26-Mar-20,25-Apr-20
8119,27-Apr-20,23-Apr-20,11-Mar-20,26-Mar-20,23-Mar-20,26-Mar-20,16-Jul-20
8121,27-Apr-20,23-Apr-20,11-Mar-20,26-Mar-20,23-Mar-20,26-Mar-20,16-Jul-20
8123,27-Apr-20,23-Apr-20,11-Mar-20,26-Mar-20,23-Mar-20,26-Mar-20,16-Jul-20
8125,27-Apr-20,23-Apr-20,11-Mar-20,26-Mar-20,23-Mar-20,26-Mar-20,16-Jul-20
9001,20-May-20,3-Apr-20,10-Mar-20,20-Mar-20,17-Mar-20,23-Mar-20,17-Apr-20
9003,20-May-20,3-Apr-20,10-Mar-20,24-Mar-20,17-Mar-20,23-Mar-20,17-Apr-20
9005,20-May-20,3-Apr-20,10-Mar-20,,17-Mar-20,23-Mar-20,17-Apr-20
9007,20-May-20,3-Apr-20,10-Mar-20,23-Mar-20,17-Mar-20,23-Mar-20,17-Apr-20
9009,20-May-20,3-Apr-20,10-Mar-20,20-Mar-20,17-Mar-20,23-Mar-20,17-Apr-20
9011,20-May-20,3-Apr-20,10-Mar-20,24-Mar-20,17-Mar-20,23-Mar-20,17-Apr-20
9013,20-May-20,3-Apr-20,10-Mar-20,24-Mar-20,17-Mar-20,23-Mar-20,17-Apr-20
9015,20-May-20,3-Apr-20,10-Mar-20,23-Mar-20,17-Mar-20,23-Mar-20,17-Apr-20
10001,1-Jun-20,1-May-20,13-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,28-Apr-20
10003,1-Jun-20,1-May-20,13-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,28-Apr-20
10005,1-Jun-20,1-May-20,13-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,28-Apr-20
11001,29-May-20,15-Apr-20,11-Mar-20,30-Mar-20,16-Mar-20,24-Mar-20,17-Apr-20
12001,18-May-20,11-May-20,9-Mar-20,23-Mar-20,16-Mar-20,20-Mar-20,1-Jul-20
12003,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12005,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,7-May-20
12007,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,14-May-20
12009,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12011,18-May-20,11-May-20,9-Mar-20,26-Mar-20,16-Mar-20,20-Mar-20,10-Apr-20
12013,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12015,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12017,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12019,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12021,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,21-Jul-20
12023,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12027,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,13-Jul-20
12029,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12031,18-May-20,11-May-20,9-Mar-20,2-Apr-20,16-Mar-20,20-Mar-20,29-Jun-20
12033,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12035,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12037,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,8-Jul-20
12039,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,20-Apr-20
12041,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12043,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12045,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12047,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12049,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12051,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12053,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12055,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12057,18-May-20,11-May-20,9-Mar-20,26-Mar-20,16-Mar-20,20-Mar-20,22-Jun-20
12059,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12061,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,29-Jun-20
12063,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12065,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,29-Jun-20
12067,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12069,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,10-Jul-20
12071,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12073,18-May-20,11-May-20,9-Mar-20,24-Mar-20,16-Mar-20,20-Mar-20,25-Jun-20
12075,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12077,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12079,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12081,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12083,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12085,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,19-Jun-20
12086,18-May-20,11-May-20,9-Mar-20,26-Mar-20,16-Mar-20,19-Mar-20,
12087,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,26-Jun-20
12089,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,3-Jul-20
12091,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12093,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12095,18-May-20,11-May-20,9-Mar-20,24-Mar-20,16-Mar-20,20-Mar-20,18-Jun-20
12097,18-May-20,11-May-20,9-Mar-20,26-Mar-20,16-Mar-20,20-Mar-20,13-Apr-20
12099,18-May-20,11-May-20,9-Mar-20,28-Mar-20,16-Mar-20,20-Mar-20,25-Jun-20
12101,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,25-Jun-20
12103,18-May-20,11-May-20,9-Mar-20,20-Mar-20,16-Mar-20,20-Mar-20,24-Jun-20
12105,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12107,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12109,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12111,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,1-Jul-20
12113,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12115,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,1-Jul-20
12117,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,1-Jul-20
12119,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,20-Jun-20
12121,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12123,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12125,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12127,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12129,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
12131,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,20-Jul-20
12133,18-May-20,11-May-20,9-Mar-20,3-Apr-20,16-Mar-20,20-Mar-20,
13001,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13003,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13005,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13007,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13009,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,25-Mar-20,15-Jul-20
13011,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13013,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13015,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,20-Mar-20,
13017,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13019,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13021,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,15-Jul-20
13023,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13025,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13027,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,24-Mar-20,
13029,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13031,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13033,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13035,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,24-Mar-20,
13037,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13039,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13043,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13045,1-May-20,27-Apr-20,14-Mar-20,24-Mar-20,18-Mar-20,,
13047,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13049,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13051,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13053,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13055,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13057,1-May-20,27-Apr-20,14-Mar-20,25-Mar-20,18-Mar-20,25-Mar-20,
13059,1-May-20,27-Apr-20,14-Mar-20,20-Mar-20,18-Mar-20,,9-Jul-20
13061,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,19-Jul-20
13063,1-May-20,27-Apr-20,14-Mar-20,31-Mar-20,18-Mar-20,,
13065,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13067,1-May-20,27-Apr-20,14-Mar-20,24-Mar-20,18-Mar-20,,
13069,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13071,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13073,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13075,1-May-20,27-Apr-20,14-Mar-20,25-Mar-20,18-Mar-20,,
13077,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13079,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13081,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13083,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13085,1-May-20,27-Apr-20,13-Mar-20,3-Apr-20,18-Mar-20,,
13087,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13089,1-May-20,27-Apr-20,14-Mar-20,27-Mar-20,18-Mar-20,,12-Jul-20
13091,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13093,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13095,1-May-20,27-Apr-20,13-Mar-20,3-Apr-20,18-Mar-20,,
13097,1-May-20,27-Apr-20,14-Mar-20,22-Mar-20,18-Mar-20,,
13099,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13101,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13103,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,8-Jul-20
13105,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13107,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13109,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13111,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13113,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13115,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13117,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13119,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13121,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,8-Jul-20
13123,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13125,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13127,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13129,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13131,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13133,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13135,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13137,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13139,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13141,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13143,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13145,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13147,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13149,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13151,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13153,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13155,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13157,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13159,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13161,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13163,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13165,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13167,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13169,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13171,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13173,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13175,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13177,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13179,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,2-Jul-20
13181,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13183,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13185,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13187,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13189,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13191,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13193,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,21-Jul-20
13195,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13197,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13199,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13201,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13205,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13207,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13209,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13211,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13213,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13215,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13217,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13219,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13221,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13223,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13225,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13227,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13229,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13231,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13233,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13235,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13237,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13239,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13241,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13243,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13245,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,21-Mar-20,3-Jul-20
13247,1-May-20,27-Apr-20,14-Mar-20,26-Mar-20,18-Mar-20,,
13249,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13251,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13253,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13255,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13257,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13259,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13261,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13263,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13265,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13267,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13269,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13271,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13273,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13275,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13277,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13279,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13281,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13283,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13285,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13287,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13289,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13291,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13293,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13295,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13297,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13299,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13301,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13303,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13305,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13307,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13309,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13311,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13313,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13315,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13317,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13319,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
13321,1-May-20,27-Apr-20,14-Mar-20,3-Apr-20,18-Mar-20,,
16001,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,14-Jul-20
16003,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16005,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16007,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16009,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16011,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,22-Jun-20
16013,1-May-20,,13-Mar-20,19-Mar-20,23-Mar-20,25-Mar-20,7-Jul-20
16015,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,14-Jul-20
16017,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16019,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,23-Jul-20
16021,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16023,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16025,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16027,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16029,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16031,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16033,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16035,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16037,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16039,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,14-Jul-20
16041,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16043,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16045,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16047,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16049,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16051,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16053,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16055,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,23-Jul-20
16057,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16059,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16061,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16063,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16065,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16067,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16069,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16071,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16073,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16075,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,14-Jul-20
16077,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16079,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16081,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,16-Jul-20
16083,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
16085,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,14-Jul-20
16087,1-May-20,,13-Mar-20,25-Mar-20,23-Mar-20,25-Mar-20,
17001,29-May-20,1-May-20,9-Mar-20,21-Mar-20,17-Mar-20,21-Mar-20,1-May-20
17003,29-May-20,1-May-20,9-Mar-20,21-Mar-20,17-Mar-20,21-Mar-20,1-May-20
17005,29-May-20,1-May-20,9-Mar-20,21-Mar-20,17-Mar-20,21-Mar-20,1-May-20
17007,29-May-20,1-May-20,9-Mar-20,21-Mar-20,17-Mar-20,21-Mar-20,1-May-20
17009,29-May-20,1-May-20,9-Mar-20,21-Mar-20,17-Mar-20,21-Mar-20,1-May-20
17011,29-May-20,1-May-20,9-Mar-20,21-Mar-20,17-Mar-20,21-Mar-20,1-May-20
